constellation,constellationLabel,area,abbreviation,neighborConstellationsLabel
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,Дельфин
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,Геркулес
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,Лира
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,Стрела
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,Центавр
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,Корма
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,Киль
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,Компас
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,Насос
http://www.wikidata.org/entity/Q10525,Секстант,314,Sex,Лев
http://www.wikidata.org/entity/Q10525,Секстант,314,Sex,Чаша
http://www.wikidata.org/entity/Q10525,Секстант,314,Sex,Гидра
http://www.wikidata.org/entity/Q10529,Щит,109,Sct,Стрелец
http://www.wikidata.org/entity/Q10529,Щит,109,Sct,Змея
http://www.wikidata.org/entity/Q10529,Щит,109,Sct,Орёл
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,Стрелец
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,Южная Рыба
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,Микроскоп
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,Водолей
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,Орёл
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,Корма
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,Голубь
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,Единорог
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,Заяц
http://www.wikidata.org/entity/Q10542,Южный Крест,100,Cru,Центавр
http://www.wikidata.org/entity/Q10542,Южный Крест,100,Cru,Муха
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,Стрелец
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,Жертвенник
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,Южная Корона
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,Индеец
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,Микроскоп
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,Павлин
http://www.wikidata.org/entity/Q10563,Журавль,365.5,Gru,Скульптор
http://www.wikidata.org/entity/Q10563,Журавль,365.5,Gru,Южная Рыба
http://www.wikidata.org/entity/Q10563,Журавль,365.5,Gru,Феникс
http://www.wikidata.org/entity/Q10563,Журавль,365.5,Gru,Индеец
http://www.wikidata.org/entity/Q10563,Журавль,365.5,Gru,Микроскоп
http://www.wikidata.org/entity/Q10563,Журавль,365.5,Gru,Тукан
http://www.wikidata.org/entity/Q10565,Треугольник,132,Tri,Рыбы
http://www.wikidata.org/entity/Q10565,Треугольник,132,Tri,Андромеда
http://www.wikidata.org/entity/Q10565,Треугольник,132,Tri,Персей
http://www.wikidata.org/entity/Q10565,Треугольник,132,Tri,Овен
http://www.wikidata.org/entity/Q10567,Тукан,295,Tuc,Южная Гидра
http://www.wikidata.org/entity/Q10567,Тукан,295,Tuc,Эридан
http://www.wikidata.org/entity/Q10567,Тукан,295,Tuc,Феникс
http://www.wikidata.org/entity/Q10567,Тукан,295,Tuc,Индеец
http://www.wikidata.org/entity/Q10567,Тукан,295,Tuc,Октант
http://www.wikidata.org/entity/Q10567,Тукан,295,Tuc,Журавль
http://www.wikidata.org/entity/Q10570,Телец,797,Tau,Кит
http://www.wikidata.org/entity/Q10570,Телец,797,Tau,Орион
http://www.wikidata.org/entity/Q10570,Телец,797,Tau,Близнецы
http://www.wikidata.org/entity/Q10570,Телец,797,Tau,Эридан
http://www.wikidata.org/entity/Q10570,Телец,797,Tau,Возничий
http://www.wikidata.org/entity/Q10570,Телец,797,Tau,Персей
http://www.wikidata.org/entity/Q10570,Телец,797,Tau,Овен
http://www.wikidata.org/entity/Q10571,Волк,334,Lup,Центавр
http://www.wikidata.org/entity/Q10571,Волк,334,Lup,Скорпион
http://www.wikidata.org/entity/Q10571,Волк,334,Lup,Циркуль
http://www.wikidata.org/entity/Q10571,Волк,334,Lup,Гидра
http://www.wikidata.org/entity/Q10571,Волк,334,Lup,Весы
http://www.wikidata.org/entity/Q10571,Волк,334,Lup,Наугольник
http://www.wikidata.org/entity/Q10574,Часы,249,Hor,Золотая Рыба
http://www.wikidata.org/entity/Q10574,Часы,249,Hor,Южная Гидра
http://www.wikidata.org/entity/Q10574,Часы,249,Hor,Эридан
http://www.wikidata.org/entity/Q10574,Часы,249,Hor,Резец
http://www.wikidata.org/entity/Q10574,Часы,249,Hor,Сетка
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Рыбы
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Кит
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Пегас
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Скульптор
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Дельфин
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Южная Рыба
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Малый Конь
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Козерог
http://www.wikidata.org/entity/Q10576,Водолей,980,Aqr,Орёл
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Дева
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Центавр
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Рак
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Лев
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Корма
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Чаша
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Малый Пёс
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Единорог
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Компас
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Насос
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Ворон
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Секстант
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Волк
http://www.wikidata.org/entity/Q10578,Гидра,1303,Hya,Весы
http://www.wikidata.org/entity/Q10580,Весы,538,Lib,Дева
http://www.wikidata.org/entity/Q10580,Весы,538,Lib,Центавр
http://www.wikidata.org/entity/Q10580,Весы,538,Lib,Скорпион
http://www.wikidata.org/entity/Q10580,Весы,538,Lib,Змееносец
http://www.wikidata.org/entity/Q10580,Весы,538,Lib,Змея
http://www.wikidata.org/entity/Q10580,Весы,538,Lib,Волк
