constellation,constellationLabel,area,abbreviation,neighborConstellations
http://www.wikidata.org/entity/Q10416,Южная Гидра,243,Hyi,http://www.wikidata.org/entity/Q10574
http://www.wikidata.org/entity/Q10422,Южный Треугольник,110,TrA,http://www.wikidata.org/entity/Q9253
http://www.wikidata.org/entity/Q10422,Южный Треугольник,110,TrA,http://www.wikidata.org/entity/Q10506
http://www.wikidata.org/entity/Q10422,Южный Треугольник,110,TrA,http://www.wikidata.org/entity/Q10508
http://www.wikidata.org/entity/Q10422,Южный Треугольник,110,TrA,http://www.wikidata.org/entity/Q10582
http://www.wikidata.org/entity/Q10425,Голубь,270,Col,http://www.wikidata.org/entity/Q9251
http://www.wikidata.org/entity/Q10425,Голубь,270,Col,http://www.wikidata.org/entity/Q10446
http://www.wikidata.org/entity/Q10425,Голубь,270,Col,http://www.wikidata.org/entity/Q10486
http://www.wikidata.org/entity/Q10425,Голубь,270,Col,http://www.wikidata.org/entity/Q10488
http://www.wikidata.org/entity/Q10425,Голубь,270,Col,http://www.wikidata.org/entity/Q10538
http://www.wikidata.org/entity/Q10428,Единорог,482,Mon,http://www.wikidata.org/entity/Q8860
http://www.wikidata.org/entity/Q10428,Единорог,482,Mon,http://www.wikidata.org/entity/Q8923
http://www.wikidata.org/entity/Q10428,Единорог,482,Mon,http://www.wikidata.org/entity/Q9251
http://www.wikidata.org/entity/Q10428,Единорог,482,Mon,http://www.wikidata.org/entity/Q9305
http://www.wikidata.org/entity/Q10428,Единорог,482,Mon,http://www.wikidata.org/entity/Q10446
http://www.wikidata.org/entity/Q10428,Единорог,482,Mon,http://www.wikidata.org/entity/Q10538
http://www.wikidata.org/entity/Q10428,Единорог,482,Mon,http://www.wikidata.org/entity/Q10578
http://www.wikidata.org/entity/Q10430,Ящерица,201,Lac,http://www.wikidata.org/entity/Q8864
http://www.wikidata.org/entity/Q10430,Ящерица,201,Lac,http://www.wikidata.org/entity/Q8921
http://www.wikidata.org/entity/Q10430,Ящерица,201,Lac,http://www.wikidata.org/entity/Q9256
http://www.wikidata.org/entity/Q10430,Ящерица,201,Lac,http://www.wikidata.org/entity/Q10464
http://www.wikidata.org/entity/Q10430,Ящерица,201,Lac,http://www.wikidata.org/entity/Q10468
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q8839
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q8860
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q8913
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q10416
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q10441
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q10446
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q10488
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q10567
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q10570
http://www.wikidata.org/entity/Q10433,Эридан,1138,Eri,http://www.wikidata.org/entity/Q10574
http://www.wikidata.org/entity/Q10435,Муха,138,Mus,http://www.wikidata.org/entity/Q8844
http://www.wikidata.org/entity/Q10435,Муха,138,Mus,http://www.wikidata.org/entity/Q10457
http://www.wikidata.org/entity/Q10435,Муха,138,Mus,http://www.wikidata.org/entity/Q10470
http://www.wikidata.org/entity/Q10435,Муха,138,Mus,http://www.wikidata.org/entity/Q10506
http://www.wikidata.org/entity/Q10435,Муха,138,Mus,http://www.wikidata.org/entity/Q10508
http://www.wikidata.org/entity/Q10435,Муха,138,Mus,http://www.wikidata.org/entity/Q10542
http://www.wikidata.org/entity/Q10437,Летучая Рыба,141.4,Vol,http://www.wikidata.org/entity/Q8837
http://www.wikidata.org/entity/Q10437,Летучая Рыба,141.4,Vol,http://www.wikidata.org/entity/Q9289
http://www.wikidata.org/entity/Q10437,Летучая Рыба,141.4,Vol,http://www.wikidata.org/entity/Q10457
http://www.wikidata.org/entity/Q10437,Летучая Рыба,141.4,Vol,http://www.wikidata.org/entity/Q10470
http://www.wikidata.org/entity/Q10437,Летучая Рыба,141.4,Vol,http://www.wikidata.org/entity/Q10486
http://www.wikidata.org/entity/Q10438,Малый Конь,72,Equ,http://www.wikidata.org/entity/Q8864
http://www.wikidata.org/entity/Q10438,Малый Конь,72,Equ,http://www.wikidata.org/entity/Q9302
http://www.wikidata.org/entity/Q10438,Малый Конь,72,Equ,http://www.wikidata.org/entity/Q10576
http://www.wikidata.org/entity/Q10441,Феникс,469,Phe,http://www.wikidata.org/entity/Q8913
http://www.wikidata.org/entity/Q10441,Феникс,469,Phe,http://www.wikidata.org/entity/Q9286
http://www.wikidata.org/entity/Q10441,Феникс,469,Phe,http://www.wikidata.org/entity/Q10416
http://www.wikidata.org/entity/Q10441,Феникс,469,Phe,http://www.wikidata.org/entity/Q10433
http://www.wikidata.org/entity/Q10441,Феникс,469,Phe,http://www.wikidata.org/entity/Q10563
http://www.wikidata.org/entity/Q10441,Феникс,469,Phe,http://www.wikidata.org/entity/Q10567
http://www.wikidata.org/entity/Q10443,Рысь,545,Lyn,http://www.wikidata.org/entity/Q8832
http://www.wikidata.org/entity/Q10443,Рысь,545,Lyn,http://www.wikidata.org/entity/Q8849
http://www.wikidata.org/entity/Q10443,Рысь,545,Lyn,http://www.wikidata.org/entity/Q8853
http://www.wikidata.org/entity/Q10443,Рысь,545,Lyn,http://www.wikidata.org/entity/Q8918
http://www.wikidata.org/entity/Q10443,Рысь,545,Lyn,http://www.wikidata.org/entity/Q8923
http://www.wikidata.org/entity/Q10443,Рысь,545,Lyn,http://www.wikidata.org/entity/Q10403
http://www.wikidata.org/entity/Q10443,Рысь,545,Lyn,http://www.wikidata.org/entity/Q10476
http://www.wikidata.org/entity/Q10446,Заяц,290,Lep,http://www.wikidata.org/entity/Q8860
http://www.wikidata.org/entity/Q10446,Заяц,290,Lep,http://www.wikidata.org/entity/Q10425
http://www.wikidata.org/entity/Q10446,Заяц,290,Lep,http://www.wikidata.org/entity/Q10428
http://www.wikidata.org/entity/Q10446,Заяц,290,Lep,http://www.wikidata.org/entity/Q10433
http://www.wikidata.org/entity/Q10446,Заяц,290,Lep,http://www.wikidata.org/entity/Q10488
http://www.wikidata.org/entity/Q10446,Заяц,290,Lep,http://www.wikidata.org/entity/Q10538
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q8667
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q8675
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q8906
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q8910
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q10406
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q10484
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q10513
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q10519
http://www.wikidata.org/entity/Q10448,Геркулес,1225,Her,http://www.wikidata.org/entity/Q10586
http://www.wikidata.org/entity/Q10450,Индеец,294,Ind,http://www.wikidata.org/entity/Q8866
http://www.wikidata.org/entity/Q10450,Индеец,294,Ind,http://www.wikidata.org/entity/Q10492
http://www.wikidata.org/entity/Q10450,Индеец,294,Ind,http://www.wikidata.org/entity/Q10503
http://www.wikidata.org/entity/Q10450,Индеец,294,Ind,http://www.wikidata.org/entity/Q10515
http://www.wikidata.org/entity/Q10450,Индеец,294,Ind,http://www.wikidata.org/entity/Q10546
http://www.wikidata.org/entity/Q10450,Индеец,294,Ind,http://www.wikidata.org/entity/Q10563
http://www.wikidata.org/entity/Q10450,Индеец,294,Ind,http://www.wikidata.org/entity/Q10567
http://www.wikidata.org/entity/Q10452,Гончие Псы,465,CVn,http://www.wikidata.org/entity/Q8667
http://www.wikidata.org/entity/Q10452,Гончие Псы,465,CVn,http://www.wikidata.org/entity/Q8918
http://www.wikidata.org/entity/Q10452,Гончие Псы,465,CVn,http://www.wikidata.org/entity/Q9285
http://www.wikidata.org/entity/Q10457,Хамелеон,132,Cha,http://www.wikidata.org/entity/Q9289
http://www.wikidata.org/entity/Q10457,Хамелеон,132,Cha,http://www.wikidata.org/entity/Q10435
http://www.wikidata.org/entity/Q10457,Хамелеон,132,Cha,http://www.wikidata.org/entity/Q10437
http://www.wikidata.org/entity/Q10457,Хамелеон,132,Cha,http://www.wikidata.org/entity/Q10470
http://www.wikidata.org/entity/Q10457,Хамелеон,132,Cha,http://www.wikidata.org/entity/Q10503
http://www.wikidata.org/entity/Q10457,Хамелеон,132,Cha,http://www.wikidata.org/entity/Q10506
http://www.wikidata.org/entity/Q10464,Кассиопея,598,Cas,http://www.wikidata.org/entity/Q8832
http://www.wikidata.org/entity/Q10464,Кассиопея,598,Cas,http://www.wikidata.org/entity/Q9256
http://www.wikidata.org/entity/Q10464,Кассиопея,598,Cas,http://www.wikidata.org/entity/Q10430
http://www.wikidata.org/entity/Q10464,Кассиопея,598,Cas,http://www.wikidata.org/entity/Q10468
http://www.wikidata.org/entity/Q10464,Кассиопея,598,Cas,http://www.wikidata.org/entity/Q10511
http://www.wikidata.org/entity/Q10468,Цефей,589,Cep,http://www.wikidata.org/entity/Q8675
http://www.wikidata.org/entity/Q10468,Цефей,589,Cep,http://www.wikidata.org/entity/Q8832
http://www.wikidata.org/entity/Q10468,Цефей,589,Cep,http://www.wikidata.org/entity/Q8921
http://www.wikidata.org/entity/Q10468,Цефей,589,Cep,http://www.wikidata.org/entity/Q10430
http://www.wikidata.org/entity/Q10468,Цефей,589,Cep,http://www.wikidata.org/entity/Q10464
http://www.wikidata.org/entity/Q10468,Цефей,589,Cep,http://www.wikidata.org/entity/Q10478
http://www.wikidata.org/entity/Q10470,Киль,494,Car,http://www.wikidata.org/entity/Q8844
http://www.wikidata.org/entity/Q10470,Киль,494,Car,http://www.wikidata.org/entity/Q9251
http://www.wikidata.org/entity/Q10470,Киль,494,Car,http://www.wikidata.org/entity/Q10435
http://www.wikidata.org/entity/Q10470,Киль,494,Car,http://www.wikidata.org/entity/Q10437
http://www.wikidata.org/entity/Q10470,Киль,494,Car,http://www.wikidata.org/entity/Q10457
http://www.wikidata.org/entity/Q10470,Киль,494,Car,http://www.wikidata.org/entity/Q10486
http://www.wikidata.org/entity/Q10470,Киль,494,Car,http://www.wikidata.org/entity/Q10521
http://www.wikidata.org/entity/Q10473,Компас,221,Pyx,http://www.wikidata.org/entity/Q9251
http://www.wikidata.org/entity/Q10473,Компас,221,Pyx,http://www.wikidata.org/entity/Q10481
http://www.wikidata.org/entity/Q10473,Компас,221,Pyx,http://www.wikidata.org/entity/Q10521
http://www.wikidata.org/entity/Q10473,Компас,221,Pyx,http://www.wikidata.org/entity/Q10578
http://www.wikidata.org/entity/Q10476,Возничий,657,Aur,http://www.wikidata.org/entity/Q8832
http://www.wikidata.org/entity/Q10476,Возничий,657,Aur,http://www.wikidata.org/entity/Q8923
http://www.wikidata.org/entity/Q10476,Возничий,657,Aur,http://www.wikidata.org/entity/Q10443
http://www.wikidata.org/entity/Q10476,Возничий,657,Aur,http://www.wikidata.org/entity/Q10511
http://www.wikidata.org/entity/Q10476,Возничий,657,Aur,http://www.wikidata.org/entity/Q10570
http://www.wikidata.org/entity/Q10478,Малая Медведица,256,UMi,http://www.wikidata.org/entity/Q8675
http://www.wikidata.org/entity/Q10478,Малая Медведица,256,UMi,http://www.wikidata.org/entity/Q8832
http://www.wikidata.org/entity/Q10478,Малая Медведица,256,UMi,http://www.wikidata.org/entity/Q10468
http://www.wikidata.org/entity/Q10481,Насос,239,Ant,http://www.wikidata.org/entity/Q8844
http://www.wikidata.org/entity/Q10481,Насос,239,Ant,http://www.wikidata.org/entity/Q10473
http://www.wikidata.org/entity/Q10481,Насос,239,Ant,http://www.wikidata.org/entity/Q10521
http://www.wikidata.org/entity/Q10481,Насос,239,Ant,http://www.wikidata.org/entity/Q10578
http://www.wikidata.org/entity/Q10484,Лира,286.5,Lyr,http://www.wikidata.org/entity/Q8675
http://www.wikidata.org/entity/Q10484,Лира,286.5,Lyr,http://www.wikidata.org/entity/Q8921
http://www.wikidata.org/entity/Q10484,Лира,286.5,Lyr,http://www.wikidata.org/entity/Q10448
http://www.wikidata.org/entity/Q10484,Лира,286.5,Lyr,http://www.wikidata.org/entity/Q10519
http://www.wikidata.org/entity/Q10486,Живописец,247,Pic,http://www.wikidata.org/entity/Q8837
http://www.wikidata.org/entity/Q10486,Живописец,247,Pic,http://www.wikidata.org/entity/Q9251
http://www.wikidata.org/entity/Q10486,Живописец,247,Pic,http://www.wikidata.org/entity/Q10425
http://www.wikidata.org/entity/Q10486,Живописец,247,Pic,http://www.wikidata.org/entity/Q10437
http://www.wikidata.org/entity/Q10486,Живописец,247,Pic,http://www.wikidata.org/entity/Q10470
http://www.wikidata.org/entity/Q10486,Живописец,247,Pic,http://www.wikidata.org/entity/Q10488
http://www.wikidata.org/entity/Q10488,Резец,125,Cae,http://www.wikidata.org/entity/Q8837
http://www.wikidata.org/entity/Q10488,Резец,125,Cae,http://www.wikidata.org/entity/Q10425
http://www.wikidata.org/entity/Q10488,Резец,125,Cae,http://www.wikidata.org/entity/Q10433
http://www.wikidata.org/entity/Q10488,Резец,125,Cae,http://www.wikidata.org/entity/Q10446
http://www.wikidata.org/entity/Q10488,Резец,125,Cae,http://www.wikidata.org/entity/Q10486
http://www.wikidata.org/entity/Q10488,Резец,125,Cae,http://www.wikidata.org/entity/Q10574
http://www.wikidata.org/entity/Q10492,Микроскоп,209.5,Mic,http://www.wikidata.org/entity/Q8866
http://www.wikidata.org/entity/Q10492,Микроскоп,209.5,Mic,http://www.wikidata.org/entity/Q10409
http://www.wikidata.org/entity/Q10492,Микроскоп,209.5,Mic,http://www.wikidata.org/entity/Q10450
http://www.wikidata.org/entity/Q10492,Микроскоп,209.5,Mic,http://www.wikidata.org/entity/Q10535
http://www.wikidata.org/entity/Q10492,Микроскоп,209.5,Mic,http://www.wikidata.org/entity/Q10546
http://www.wikidata.org/entity/Q10492,Микроскоп,209.5,Mic,http://www.wikidata.org/entity/Q10563
http://www.wikidata.org/entity/Q10498,Сетка,114,Ret,http://www.wikidata.org/entity/Q8837
http://www.wikidata.org/entity/Q10498,Сетка,114,Ret,http://www.wikidata.org/entity/Q10416
http://www.wikidata.org/entity/Q10498,Сетка,114,Ret,http://www.wikidata.org/entity/Q10574
http://www.wikidata.org/entity/Q10503,Октант,291,Oct,http://www.wikidata.org/entity/Q9289
http://www.wikidata.org/entity/Q10503,Октант,291,Oct,http://www.wikidata.org/entity/Q10416
http://www.wikidata.org/entity/Q10503,Октант,291,Oct,http://www.wikidata.org/entity/Q10450
http://www.wikidata.org/entity/Q10503,Октант,291,Oct,http://www.wikidata.org/entity/Q10457
http://www.wikidata.org/entity/Q10503,Октант,291,Oct,http://www.wikidata.org/entity/Q10506
http://www.wikidata.org/entity/Q10503,Октант,291,Oct,http://www.wikidata.org/entity/Q10515
http://www.wikidata.org/entity/Q10503,Октант,291,Oct,http://www.wikidata.org/entity/Q10567
http://www.wikidata.org/entity/Q10506,Райская Птица,206,Aps,http://www.wikidata.org/entity/Q9253
http://www.wikidata.org/entity/Q10506,Райская Птица,206,Aps,http://www.wikidata.org/entity/Q10422
http://www.wikidata.org/entity/Q10506,Райская Птица,206,Aps,http://www.wikidata.org/entity/Q10435
http://www.wikidata.org/entity/Q10506,Райская Птица,206,Aps,http://www.wikidata.org/entity/Q10457
http://www.wikidata.org/entity/Q10506,Райская Птица,206,Aps,http://www.wikidata.org/entity/Q10503
http://www.wikidata.org/entity/Q10506,Райская Птица,206,Aps,http://www.wikidata.org/entity/Q10508
http://www.wikidata.org/entity/Q10506,Райская Птица,206,Aps,http://www.wikidata.org/entity/Q10515
http://www.wikidata.org/entity/Q10508,Циркуль,93,Cir,http://www.wikidata.org/entity/Q8844
http://www.wikidata.org/entity/Q10508,Циркуль,93,Cir,http://www.wikidata.org/entity/Q10422
http://www.wikidata.org/entity/Q10508,Циркуль,93,Cir,http://www.wikidata.org/entity/Q10435
http://www.wikidata.org/entity/Q10508,Циркуль,93,Cir,http://www.wikidata.org/entity/Q10506
http://www.wikidata.org/entity/Q10508,Циркуль,93,Cir,http://www.wikidata.org/entity/Q10571
http://www.wikidata.org/entity/Q10508,Циркуль,93,Cir,http://www.wikidata.org/entity/Q10582
http://www.wikidata.org/entity/Q10511,Персей,615,Per,http://www.wikidata.org/entity/Q8832
http://www.wikidata.org/entity/Q10511,Персей,615,Per,http://www.wikidata.org/entity/Q9256
http://www.wikidata.org/entity/Q10511,Персей,615,Per,http://www.wikidata.org/entity/Q10464
http://www.wikidata.org/entity/Q10511,Персей,615,Per,http://www.wikidata.org/entity/Q10476
http://www.wikidata.org/entity/Q10511,Персей,615,Per,http://www.wikidata.org/entity/Q10565
http://www.wikidata.org/entity/Q10511,Персей,615,Per,http://www.wikidata.org/entity/Q10570
http://www.wikidata.org/entity/Q10511,Персей,615,Per,http://www.wikidata.org/entity/Q10584
http://www.wikidata.org/entity/Q10513,Стрела,80,Sge,http://www.wikidata.org/entity/Q9302
http://www.wikidata.org/entity/Q10513,Стрела,80,Sge,http://www.wikidata.org/entity/Q10448
http://www.wikidata.org/entity/Q10513,Стрела,80,Sge,http://www.wikidata.org/entity/Q10519
http://www.wikidata.org/entity/Q10513,Стрела,80,Sge,http://www.wikidata.org/entity/Q10586
http://www.wikidata.org/entity/Q10515,Павлин,378,Pav,http://www.wikidata.org/entity/Q9253
http://www.wikidata.org/entity/Q10515,Павлин,378,Pav,http://www.wikidata.org/entity/Q10450
http://www.wikidata.org/entity/Q10515,Павлин,378,Pav,http://www.wikidata.org/entity/Q10503
http://www.wikidata.org/entity/Q10515,Павлин,378,Pav,http://www.wikidata.org/entity/Q10506
http://www.wikidata.org/entity/Q10515,Павлин,378,Pav,http://www.wikidata.org/entity/Q10546
http://www.wikidata.org/entity/Q10517,Ворон,184,Crv,http://www.wikidata.org/entity/Q8842
http://www.wikidata.org/entity/Q10517,Ворон,184,Crv,http://www.wikidata.org/entity/Q9282
http://www.wikidata.org/entity/Q10517,Ворон,184,Crv,http://www.wikidata.org/entity/Q10578
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,http://www.wikidata.org/entity/Q8864
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,http://www.wikidata.org/entity/Q8921
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,http://www.wikidata.org/entity/Q9302
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,http://www.wikidata.org/entity/Q10448
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,http://www.wikidata.org/entity/Q10484
http://www.wikidata.org/entity/Q10519,Лисичка,268,Vul,http://www.wikidata.org/entity/Q10513
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,http://www.wikidata.org/entity/Q8844
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,http://www.wikidata.org/entity/Q9251
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,http://www.wikidata.org/entity/Q10470
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,http://www.wikidata.org/entity/Q10473
http://www.wikidata.org/entity/Q10521,Паруса,500,Vel,http://www.wikidata.org/entity/Q10481
http://www.wikidata.org/entity/Q10525,Секстант,314,Sex,http://www.wikidata.org/entity/Q8853
http://www.wikidata.org/entity/Q10525,Секстант,314,Sex,http://www.wikidata.org/entity/Q9282
http://www.wikidata.org/entity/Q10525,Секстант,314,Sex,http://www.wikidata.org/entity/Q10578
http://www.wikidata.org/entity/Q10529,Щит,109,Sct,http://www.wikidata.org/entity/Q8866
http://www.wikidata.org/entity/Q10529,Щит,109,Sct,http://www.wikidata.org/entity/Q8910
http://www.wikidata.org/entity/Q10529,Щит,109,Sct,http://www.wikidata.org/entity/Q10586
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,http://www.wikidata.org/entity/Q8866
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,http://www.wikidata.org/entity/Q10409
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,http://www.wikidata.org/entity/Q10492
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,http://www.wikidata.org/entity/Q10576
http://www.wikidata.org/entity/Q10535,Козерог,414,Cap,http://www.wikidata.org/entity/Q10586
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,http://www.wikidata.org/entity/Q9251
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,http://www.wikidata.org/entity/Q10425
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,http://www.wikidata.org/entity/Q10428
http://www.wikidata.org/entity/Q10538,Большой Пёс,380,CMa,http://www.wikidata.org/entity/Q10446
http://www.wikidata.org/entity/Q10542,Южный Крест,100,Cru,http://www.wikidata.org/entity/Q8844
http://www.wikidata.org/entity/Q10542,Южный Крест,100,Cru,http://www.wikidata.org/entity/Q10435
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,http://www.wikidata.org/entity/Q8866
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,http://www.wikidata.org/entity/Q9253
http://www.wikidata.org/entity/Q10546,Телескоп,251.5,Tel,http://www.wikidata.org/entity/Q10413
