star,starLabel,constellation,constellationLabel,starTypeLabel
http://www.wikidata.org/entity/Q79627371,PMMR 179,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79631463,PMMR 94,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79632425,SkKM 185,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79633929,PMMR 48,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79635679,PMMR 47,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79637312,Cl* NGC 371 LE C12,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79637312,Cl* NGC 371 LE C12,http://www.wikidata.org/entity/Q650713,NGC 371,красный сверхгигант
http://www.wikidata.org/entity/Q79639838,PMMR 138,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79640611,SV* HV 11402,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79641124,PMMR 50,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q80016805,[MSC2015] VC 3,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q80016817,[MSC2015] VC 2,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q80016828,[MSC2015] VC 17,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q80016845,[MSC2015] VC 4,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q81357685,PMMR 18,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q81358391,PMMR 12,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q81376755,2MASS J01333685+3042578,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q81604098,LGGS J194506.34-145537.0,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81604361,LGGS J194500.40-145333.3,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81604386,LGGS J194449.62-145327.3,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81604424,LGGS J000158.14-152332.2,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81604509,LGGS J194459.41-145106.8,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81604511,CW Red 32,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81604683,LGGS J000158.74-152245.5,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81604733,LGGS J194500.10-144901.7,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81604840,CW Red 30,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81604978,LGGS J000157.55-152915.8,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81605482,LGGS J000156.87-153122.3,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81605496,LGGS J194457.69-144953.1,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81605804,LGGS J194459.22-144955.0,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81605867,LGGS J000153.17-152813.4,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81605877,LGGS J194458.45-145458.8,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81605968,CW Red 44,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606012,LGGS J194507.87-145435.9,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606206,LGGS J194458.64-145007.4,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606304,LGGS J194447.56-145215.4,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606439,LGGS J194453.66-144617.9,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606477,LGGS J194503.87-144247.6,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606598,LGGS J194501.12-145437.7,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606664,LGGS J194457.38-145408.0,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606748,LGGS J194455.37-145229.2,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81606774,LGGS J194504.29-145406.2,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81607105,LGGS J194445.76-145221.2,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81607146,LGGS J000157.01-152954.0,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81607147,LGGS J194503.27-144224.5,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81607527,LGGS J000203.04-153033.7,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81607641,LGGS J194505.84-145517.3,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81607679,LGGS J194453.68-145245.8,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81607740,LGGS J194505.74-145547.6,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81607958,CW Red 50,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81607968,LGGS J194455.02-144607.1,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81608032,LGGS J194500.32-144104.8,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81608091,LGGS J194500.91-145234.3,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81608097,LGGS J000157.96-152803.1,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81608373,LGGS J194457.96-144847.9,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81608376,LGGS J194455.97-145109.4,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81608452,LGGS J194506.35-145135.5,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81608518,LGGS J194503.58-144337.6,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81608520,LGGS J000156.77-152839.6,http://www.wikidata.org/entity/Q1155745,Wolf-Lundmark-Melotte,красный сверхгигант
http://www.wikidata.org/entity/Q81608855,LGGS J194450.44-144410.0,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81609006,LGGS J194456.77-144927.0,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81609500,LGGS J194457.10-145141.1,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81609521,LGGS J194453.18-145406.5,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81610099,LGGS J194504.74-145422.8,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81610103,LGGS J194507.48-145107.1,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81610411,LGGS J194458.17-144527.8,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81610424,LGGS J194451.78-144616.7,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q81941484,IRAS 18104-1755,http://www.wikidata.org/entity/Q67631058,[MFD2008] Stellar Cluster,красный сверхгигант
http://www.wikidata.org/entity/Q82353949,PMMR 119,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q82528921,2MASS J01340596+3102076,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83042222,RM 1-703,http://www.wikidata.org/entity/Q23306973,NGC 2070,красный сверхгигант
http://www.wikidata.org/entity/Q83190324,2MASS J00442495+4123222,http://www.wikidata.org/entity/Q2469,Галактика Андромеды,красный сверхгигант
http://www.wikidata.org/entity/Q83243853,2MASS J01334074+3042484,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83415748,Westerlund 1-20,http://www.wikidata.org/entity/Q2296213,Westerlund 1,красный сверхгигант
http://www.wikidata.org/entity/Q12124,Бетельгейзе,http://www.wikidata.org/entity/Q505816,Зимний треугольник,красный сверхгигант
http://www.wikidata.org/entity/Q541042,омикрон¹ Большого Пса,http://www.wikidata.org/entity/Q84278979,Collinder 121,красный сверхгигант
http://www.wikidata.org/entity/Q5715868,BU Персея,http://www.wikidata.org/entity/Q1327951,Двойное скопление в Персее,красный сверхгигант
http://www.wikidata.org/entity/Q5854119,FZ Персея,http://www.wikidata.org/entity/Q33571,NGC 884,красный сверхгигант
http://www.wikidata.org/entity/Q5854119,FZ Персея,http://www.wikidata.org/entity/Q1327951,Двойное скопление в Персее,красный сверхгигант
http://www.wikidata.org/entity/Q5856387,V466 Кассиопеи,http://www.wikidata.org/entity/Q730450,NGC 457,красный сверхгигант
http://www.wikidata.org/entity/Q6624320,V381 Цефея,http://www.wikidata.org/entity/Q76499587,STF 2790,красный сверхгигант
http://www.wikidata.org/entity/Q56257212,Z Золотой Рыбы,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q56257212,Z Золотой Рыбы,http://www.wikidata.org/entity/Q23306973,NGC 2070,красный сверхгигант
http://www.wikidata.org/entity/Q56865457,Z Тукана,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q66613140,V361 Киля,http://www.wikidata.org/entity/Q1104098,NGC 3293,красный сверхгигант
http://www.wikidata.org/entity/Q73980855,SP77 47-9,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q74701695,SV* HV 2700,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q74702309,[W60] D44,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q74720571,PMMR 62,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q74945161,[W60] A61,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q74945756,[W60] A37,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q75606721,SV* HV 825,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q85744086,2MASS J18392253-0600084,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q85744166,2MASS J18392397-0603072,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q85744369,2MASS J18391838-0600383,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q85744492,2MASS J18391952-0559194,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q85744654,Cl Stephenson 2 9,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q86355428,Cl* NGC 371 LE 39,http://www.wikidata.org/entity/Q650713,NGC 371,красный сверхгигант
http://www.wikidata.org/entity/Q86359420,W61 6-30,http://www.wikidata.org/entity/Q629111,NGC 2100,красный сверхгигант
http://www.wikidata.org/entity/Q76804641,[M2002] LMC 141507,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q76805231,[W60] A26,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q76810218,SV* HV 12017,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q76810764,[W60] A23,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q76814103,HV 888,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q76814370,SV* HV 5848,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q76815157,[W60] A24,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q77560374,2MASS J05234794-7007348,http://www.wikidata.org/entity/Q49957,Большое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q77836216,[BRC2005] V062,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q77846692,2MASS J23283026+1444589,http://www.wikidata.org/entity/Q2731972,Карликовая неправильная галактика в Пегасе,красный сверхгигант
http://www.wikidata.org/entity/Q77847201,[BBM2015] Pegasus 1,http://www.wikidata.org/entity/Q2731972,Карликовая неправильная галактика в Пегасе,красный сверхгигант
http://www.wikidata.org/entity/Q77847473,WISE J015110.80-442509.8,http://www.wikidata.org/entity/Q782095,Карликовая галактика в Фениксе,красный сверхгигант
http://www.wikidata.org/entity/Q77851470,[VPW98] 659,http://www.wikidata.org/entity/Q1282228,Секстант A,красный сверхгигант
http://www.wikidata.org/entity/Q78171750,PMMR 123,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q78186856,[S90] 10,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q78323782,BD+56 2732,http://www.wikidata.org/entity/Q1760976,NGC 7235,красный сверхгигант
http://www.wikidata.org/entity/Q78437531,Stephenson 2-18,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q78446044,IRC -10447,http://www.wikidata.org/entity/Q5178054,Стивенсон 2,красный сверхгигант
http://www.wikidata.org/entity/Q79488188,2MASS J01341671+3045183,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79488214,2MASS J01342326+3056550,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79491014,2MASS J01341434+3024342,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79491691,2MASS J01340931+3045268,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79492166,2MASS J01334905+3052210,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79492608,2MASS J01333661+3035321,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79493250,2MASS J01332279+3019107,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79493985,2MASS J01340184+3038581,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79496133,2MASS J01340087+3034147,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79496678,2MASS J01340250+3041074,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79498109,2MASS J01341415+3052480,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79499965,2MASS J01335388+3026414,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79500334,2MASS J01343181+3027213,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79500433,2MASS J01341451+3035574,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79501013,2MASS J01335781+3037178,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79504551,2MASS J01332882+3100415,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79508657,2MASS J01332486+3017541,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79509305,2MASS J01342020+3048485,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79510334,2MASS J01340369+3042022,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79510679,2MASS J01341626+3033533,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79513254,LGGS J013356.84+304001.4,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79514639,2MASS J01340718+3041586,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79515601,2MASS J01340766+3046284,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q79619035,PMMR 70,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79621868,PMMR 79,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79624736,PMMR 108,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79625520,PMMR 121,http://www.wikidata.org/entity/Q49984,Малое Магелланово Облако,красный сверхгигант
http://www.wikidata.org/entity/Q79625888,V772 Центавра,http://www.wikidata.org/entity/Q79642350,IC 2944,красный сверхгигант
http://www.wikidata.org/entity/Q83733446,2MASS J01325655+3031460,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83733546,2MASS J01341115+3018484,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83733551,2MASS J01330464+3044559,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83733738,2MASS J01340331+3026113,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83733749,2MASS J01333430+3050374,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83733780,2MASS J01341546+3105278,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83733931,2MASS J01332257+3010581,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734077,2MASS J01340652+3025479,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734135,LGGS J013220.36+302938.0,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734210,LGGS J013420.87+310543.0,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734237,2MASS J01330353+3013112,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734402,2MASS J01341874+3028457,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734405,LGGS J013319.48+305303.3,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734428,2MASS J01324152+3014369,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734742,2MASS J01341407+3036363,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734909,2MASS J01343392+3049471,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83734926,2MASS J01335165+3014378,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83735024,2MASS J01340734+3059350,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83735108,2MASS J01323243+3035216,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83735190,2MASS J01344305+3101259,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83735297,2MASS J01344314+3028142,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83735383,2MASS J01325510+3020261,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83735641,LGGS J013249.12+301604.8,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83735807,2MASS J01332189+3041118,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736010,2MASS J01323501+3029270,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736234,2MASS J01332686+3100540,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736278,2MASS J01341221+3038161,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736307,2MASS J01333717+3059521,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736494,2MASS J01343651+3055448,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736514,2MASS J01331771+3017569,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736579,2MASS J01340148+3022591,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736968,2MASS J01345261+3053088,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83736986,LGGS J013325.04+302407.1,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83737048,2MASS J01334651+3053312,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83737060,2MASS J01333484+3102502,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83737114,2MASS J01323387+3027309,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83737166,2MASS J01323372+3027185,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83737222,2MASS J01340140+3040560,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83737267,2MASS J01335524+3052347,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83789346,[RFV2012] vn.4.2.678,http://www.wikidata.org/entity/Q2469,Галактика Андромеды,красный сверхгигант
http://www.wikidata.org/entity/Q83987085,[SM2006] W21810,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q83987481,2MASS J01330447+3032346,http://www.wikidata.org/entity/Q13724,галактика Треугольника,красный сверхгигант
http://www.wikidata.org/entity/Q84376885,[K67] V32,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q84376896,[K67] V31,http://www.wikidata.org/entity/Q622789,Barnard's galaxy,красный сверхгигант
http://www.wikidata.org/entity/Q85273230,BD+60 2537,http://www.wikidata.org/entity/Q13958,M52,красный сверхгигант
http://www.wikidata.org/entity/Q9130002,V1400 Центавра,http://www.wikidata.org/entity/Q45059,OB-ассоциация Скорпиона-Центавра,переменная звезда
http://www.wikidata.org/entity/Q9326254,Z Центавра,http://www.wikidata.org/entity/Q618400,NGC 5253,переменная звезда
http://www.wikidata.org/entity/Q9326356,SN 1954J,http://www.wikidata.org/entity/Q493073,NGC 2403,переменная звезда
http://www.wikidata.org/entity/Q9326650,SN 1972H,http://www.wikidata.org/entity/Q933240,NGC 3147,переменная звезда
http://www.wikidata.org/entity/Q9326783,SN 1981D,http://www.wikidata.org/entity/Q495785,NGC 1316,переменная звезда
http://www.wikidata.org/entity/Q9326787,SN 1981G,http://www.wikidata.org/entity/Q1115151,NGC 4874,переменная звезда
http://www.wikidata.org/entity/Q9326824,SN 1983G,http://www.wikidata.org/entity/Q1113981,NGC 4753,переменная звезда
http://www.wikidata.org/entity/Q9326828,SN 1983K,http://www.wikidata.org/entity/Q370551,NGC 4699,переменная звезда
http://www.wikidata.org/entity/Q9326836,SN 1983S,http://www.wikidata.org/entity/Q1043447,NGC 1448,переменная звезда
http://www.wikidata.org/entity/Q9326845,SN 1984A,http://www.wikidata.org/entity/Q1111309,NGC 4419,переменная звезда
