star,starLabel,constellation
http://www.wikidata.org/entity/Q75434881,Q75434881,http://www.wikidata.org/entity/Q33571
http://www.wikidata.org/entity/Q75434885,Q75434885,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434891,Q75434891,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75434896,Q75434896,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75434900,Q75434900,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434906,Q75434906,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75434910,Q75434910,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434913,Q75434913,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434919,Q75434919,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75434926,Q75434926,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75434929,Q75434929,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434932,Q75434932,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434936,Q75434936,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434939,Q75434939,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75434943,Q75434943,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75434948,Q75434948,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75434951,Q75434951,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434954,Q75434954,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75434958,Q75434958,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75434965,Q75434965,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434968,Q75434968,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75434972,Q75434972,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434975,Q75434975,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75434983,Q75434983,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434988,Q75434988,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434992,Q75434992,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75434997,Q75434997,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75435005,Q75435005,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75435010,Q75435010,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435013,Q75435013,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435016,Q75435016,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435029,Q75435029,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75435032,Q75435032,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75435040,Q75435040,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75435047,Q75435047,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435053,Q75435053,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75435059,Q75435059,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75435063,Q75435063,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435067,Q75435067,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75435072,Q75435072,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435076,Q75435076,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435085,Q75435085,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435091,Q75435091,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435094,Q75435094,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435102,Q75435102,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75435105,Q75435105,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75435110,Q75435110,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435112,Q75435112,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75435115,Q75435115,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75437888,Q75437888,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75437892,Q75437892,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437898,Q75437898,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437903,Q75437903,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437908,Q75437908,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437913,Q75437913,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437919,Q75437919,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75437923,Q75437923,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75437926,Q75437926,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437933,Q75437933,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437936,Q75437936,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75437940,Q75437940,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75437943,Q75437943,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437953,Q75437953,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75437960,Q75437960,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437964,Q75437964,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75437968,Q75437968,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75437974,Q75437974,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437977,Q75437977,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75437980,Q75437980,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437984,Q75437984,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75437987,Q75437987,http://www.wikidata.org/entity/Q33571
http://www.wikidata.org/entity/Q75437991,Q75437991,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75437994,Q75437994,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75438002,Q75438002,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75438007,Q75438007,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438010,Q75438010,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438013,Q75438013,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438017,Q75438017,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75438021,Q75438021,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438027,Q75438027,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438031,Q75438031,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75438036,Q75438036,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438041,Q75438041,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75438054,Q75438054,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438058,Q75438058,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438061,Q75438061,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438068,Q75438068,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75438071,Q75438071,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438074,Q75438074,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75438084,Q75438084,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75438087,Q75438087,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438094,Q75438094,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438097,Q75438097,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438103,Q75438103,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438106,Q75438106,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75438111,Q75438111,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438114,Q75438114,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75438117,Q75438117,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438120,Q75438120,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438124,Q75438124,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75438127,Q75438127,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438131,Q75438131,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438134,Q75438134,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438137,Q75438137,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438145,Q75438145,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438155,Q75438155,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75438159,Q75438159,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438166,Q75438166,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75438169,Q75438169,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75438174,Q75438174,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75438179,Q75438179,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438183,Q75438183,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438186,Q75438186,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438195,Q75438195,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438198,Q75438198,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438202,Q75438202,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438209,Q75438209,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438216,Q75438216,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438220,Q75438220,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438224,Q75438224,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438228,Q75438228,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438231,Q75438231,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438236,Q75438236,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438239,Q75438239,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438247,Q75438247,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438253,Q75438253,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438257,Q75438257,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438260,Q75438260,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438264,Q75438264,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438270,Q75438270,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438275,Q75438275,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75438280,Q75438280,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438284,Q75438284,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75438290,Q75438290,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438294,Q75438294,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438299,Q75438299,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438302,Q75438302,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75438306,Q75438306,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438312,Q75438312,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75438316,Q75438316,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438322,Q75438322,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75438325,Q75438325,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438329,Q75438329,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75438332,Q75438332,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438339,Q75438339,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75438343,Q75438343,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75438346,Q75438346,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438353,Q75438353,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75438359,Q75438359,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441272,Q75441272,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441279,Q75441279,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441284,Q75441284,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441288,Q75441288,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75441294,Q75441294,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441304,Q75441304,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441308,Q75441308,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75441313,Q75441313,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441318,Q75441318,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441322,Q75441322,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441330,Q75441330,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441334,Q75441334,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441338,Q75441338,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441345,Q75441345,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441350,Q75441350,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441353,Q75441353,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75441357,Q75441357,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441362,Q75441362,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441365,Q75441365,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441370,Q75441370,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441378,Q75441378,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75441384,Q75441384,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441392,Q75441392,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441398,Q75441398,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441402,Q75441402,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441405,Q75441405,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75441410,Q75441410,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441413,Q75441413,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441417,Q75441417,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441424,Q75441424,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441427,Q75441427,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441430,Q75441430,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441433,Q75441433,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441442,Q75441442,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441445,Q75441445,http://www.wikidata.org/entity/Q33571
http://www.wikidata.org/entity/Q75441454,Q75441454,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441460,Q75441460,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75441465,Q75441465,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75441470,Q75441470,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75441475,Q75441475,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441483,Q75441483,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441486,Q75441486,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441489,Q75441489,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75441492,Q75441492,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441496,Q75441496,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75441499,Q75441499,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441506,Q75441506,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75441509,Q75441509,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441513,Q75441513,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441516,Q75441516,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441526,Q75441526,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75441540,Q75441540,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441547,Q75441547,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441551,Q75441551,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441554,Q75441554,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441558,Q75441558,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441562,Q75441562,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441565,Q75441565,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441568,Q75441568,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441572,Q75441572,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441577,Q75441577,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441581,Q75441581,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441584,Q75441584,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441591,Q75441591,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441602,Q75441602,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441606,Q75441606,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441616,Q75441616,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441620,Q75441620,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441625,Q75441625,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441629,Q75441629,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441635,Q75441635,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441638,Q75441638,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441642,Q75441642,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441645,Q75441645,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441648,Q75441648,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441651,Q75441651,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441655,Q75441655,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441693,Q75441693,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441697,Q75441697,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75441709,Q75441709,http://www.wikidata.org/entity/Q482454
http://www.wikidata.org/entity/Q75441716,Q75441716,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75441722,Q75441722,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441730,Q75441730,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441736,Q75441736,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75441740,Q75441740,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441744,Q75441744,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441751,Q75441751,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441756,Q75441756,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441765,Q75441765,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441772,Q75441772,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75441779,Q75441779,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441783,Q75441783,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441786,Q75441786,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75441793,Q75441793,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75441798,Q75441798,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75441801,Q75441801,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75441804,Q75441804,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75441807,Q75441807,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441814,Q75441814,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75441824,Q75441824,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444287,Q75444287,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444292,Q75444292,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75444296,Q75444296,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75444299,Q75444299,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444303,Q75444303,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444307,Q75444307,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75444310,Q75444310,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75444313,Q75444313,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444316,Q75444316,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444319,Q75444319,http://www.wikidata.org/entity/Q33571
http://www.wikidata.org/entity/Q75444325,Q75444325,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444329,Q75444329,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444331,Q75444331,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444336,Q75444336,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75444341,Q75444341,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444351,Q75444351,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444355,Q75444355,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444358,Q75444358,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75444367,Q75444367,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444370,Q75444370,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75444374,Q75444374,http://www.wikidata.org/entity/Q1045930
http://www.wikidata.org/entity/Q75444378,Q75444378,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444382,Q75444382,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444385,Q75444385,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444393,Q75444393,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444400,Q75444400,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444404,Q75444404,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75444409,Q75444409,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75444413,Q75444413,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444419,Q75444419,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444429,Q75444429,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75444439,Q75444439,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444443,Q75444443,http://www.wikidata.org/entity/Q13729
http://www.wikidata.org/entity/Q75444446,Q75444446,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444450,Q75444450,http://www.wikidata.org/entity/Q16610532
http://www.wikidata.org/entity/Q75444453,Q75444453,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444456,Q75444456,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75444459,Q75444459,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444465,Q75444465,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444468,Q75444468,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444472,Q75444472,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444484,Q75444484,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75444489,Q75444489,http://www.wikidata.org/entity/Q1049013
http://www.wikidata.org/entity/Q75444494,Q75444494,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444499,Q75444499,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444507,Q75444507,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444511,Q75444511,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444515,Q75444515,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75444518,Q75444518,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444521,Q75444521,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75444528,Q75444528,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444531,Q75444531,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444540,Q75444540,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444548,Q75444548,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444557,Q75444557,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444567,Q75444567,http://www.wikidata.org/entity/Q13942
http://www.wikidata.org/entity/Q75444576,Q75444576,http://www.wikidata.org/entity/Q249924
http://www.wikidata.org/entity/Q75444580,Q75444580,http://www.wikidata.org/entity/Q1047630
http://www.wikidata.org/entity/Q75444584,Q75444584,http://www.wikidata.org/entity/Q818603
http://www.wikidata.org/entity/Q75444587,Q75444587,http://www.wikidata.org/entity/Q818603
